timestamp,ir,red,time_delta
16050,109556,103713,16.025
16075,109447,103733,16.05
16100,109552,103788,16.075
16125,109707,103855,16.1
16150,109893,103938,16.125
16175,110506,104200,16.15
16200,110992,104405,16.175
16225,111489,104591,16.2
16250,111922,104739,16.225
16275,112347,104880,16.25
16300,112313,104775,16.275
16325,111765,104465,16.3
16350,110933,104164,16.325
16375,109951,103880,16.35
16400,109683,103797,16.375
16425,109510,103755,16.4
16450,109434,103749,16.425
16475,109356,103673,16.45
16500,109302,103662,16.475
16525,109396,103701,16.5
16550,109457,103730,16.525
16575,109327,103641,16.55
16600,109194,103581,16.575
16625,109099,103579,16.6
16650,109057,103583,16.625
16675,109108,103606,16.65
16700,109107,103577,16.675
16725,109093,103571,16.7
16750,109235,103665,16.725
16775,109466,103684,16.75
16800,109362,103656,16.775
16825,109327,103692,16.8
16850,109357,103693,16.825
16875,109344,103655,16.85
16900,109216,103616,16.875
16925,109144,103612,16.9
16950,109164,103623,16.925
16975,109160,103589,16.95
17000,109055,103544,16.975
17025,108938,103521,17.0
17050,108893,103519,17.025
17075,108404,103252,17.05
17100,108021,103119,17.075
17125,107712,103010,17.1
17150,107538,102991,17.125
17175,107637,103103,17.15
17200,107858,103235,17.175
17225,108145,103332,17.2
17250,108455,103465,17.225
17275,108903,103591,17.25
17300,108958,103602,17.275
17325,109002,103604,17.3
17350,108982,103583,17.325
17375,108950,103627,17.35
17400,109033,103644,17.375
17425,109051,103627,17.4
17450,109029,103617,17.425
17475,108897,103567,17.45
17500,108743,103496,17.475
17525,108646,103466,17.5
17550,108685,103502,17.525
17575,109218,103662,17.55
17600,109329,103670,17.575
17625,109208,103602,17.6
17650,109047,103560,17.625
17675,109043,103602,17.65
17700,109224,103641,17.675
17725,109280,103639,17.7
17750,109211,103614,17.725
17775,109280,103690,17.75
17800,109601,103789,17.775
17825,109723,103797,17.8
17850,109764,103820,17.825
17875,110042,103946,17.85
17900,110002,103871,17.875
17925,109663,103693,17.9
17950,109039,103602,17.925
17975,108225,103222,17.95
18000,108085,103179,17.975
18025,108011,103162,18.0
18050,107936,103133,18.025
18075,107794,103055,18.05
18100,107704,103035,18.075
18125,107660,103025,18.1
18150,107655,103038,18.125
18175,107780,103085,18.15
18200,107954,103185,18.175
18225,108208,103309,18.2
18250,108874,103582,18.225
18275,109157,103686,18.25
18300,109390,103784,18.275
18325,109616,103876,18.3
18350,110078,104040,18.325
18375,110299,104121,18.35
18400,110504,104199,18.375
18425,110619,104199,18.4
18450,110460,104100,18.425
18475,110358,104072,18.45
18500,110238,104023,18.475
18525,110078,103937,18.5
18550,109844,103908,18.525
18575,109850,103920,18.55
18600,109839,103893,18.575
18625,109881,103891,18.6
18650,109901,103846,18.625
18675,109770,103754,18.65
18700,109609,103687,18.675
18725,109490,103650,18.7
18750,109470,103672,18.725
18775,109637,103790,18.75
18800,110084,104062,18.775
18825,110483,104112,18.8
18850,111493,104633,18.825
18875,112080,104775,18.85
18900,112540,104885,18.875
18925,112676,104871,18.9
18950,111973,104438,18.925
18975,111258,104294,18.95
19000,110706,104160,18.975
19025,110337,104117,19.0
19050,110354,104174,19.025
19075,110395,104212,19.05
19100,110534,104299,19.075
19125,110751,104404,19.1
19150,111463,104644,19.125
19175,111798,104763,19.15
19200,112229,104938,19.175
19225,112790,105118,19.2
19250,113361,105253,19.225
19275,113429,105259,19.25
19300,113295,105068,19.275
19325,111926,104410,19.3
19350,109884,103873,19.325
19375,109683,103860,19.35
19400,109727,103944,19.375
19425,109996,104097,19.4
19450,111047,104454,19.425
19475,111295,104503,19.45
19500,111219,104466,19.475
19525,110972,104362,19.5
19550,111052,104338,19.525
19668,110959,104370,19.643
19708,110910,104488,19.683
19748,111189,104411,19.723
19788,111213,104404,19.763
19813,111122,104366,19.788
19838,110923,104281,19.813
19863,110754,104244,19.838
19888,110544,104172,19.863
19913,110548,104209,19.888
19938,110685,104303,19.913
19963,110943,104431,19.938
19988,111388,104510,19.963
20013,111191,104360,19.988
20038,110799,104211,20.013
20063,110417,104090,20.038
20088,109991,104002,20.063
20113,110015,104120,20.088
20147,110395,104208,20.122
20172,110728,104296,20.147
20267,110592,104262,20.242
20307,110568,104275,20.282
20332,110662,104314,20.307
20357,110850,104393,20.332
20382,111083,104525,20.357
20407,111667,104742,20.382
20432,112005,104849,20.407
20457,112302,104951,20.432
20482,112527,105057,20.457
20507,113051,105307,20.482
